,name,isVisible,dataType,processVariableId,filter,__typename,view,process
1637,SFC Received Quantity,True,NUMBER,sfc-received-quantity-21,,SubjectViewColumn,defaultview-538,00_DEMO_Operate Manufacturing in SAP Digital Manufacturing (DO NOT CHANGE)
1638,SFC Routing Type,True,CHOICE,sfc-routing-type-5,,SubjectViewColumn,defaultview-538,00_DEMO_Operate Manufacturing in SAP Digital Manufacturing (DO NOT CHANGE)
1639,SFC Scrapped Quantity,True,NUMBER,sfc-scrapped-quantity-22,,SubjectViewColumn,defaultview-538,00_DEMO_Operate Manufacturing in SAP Digital Manufacturing (DO NOT CHANGE)
1640,UnitOfMeasure,True,CHOICE,unitofmeasure-20,,SubjectViewColumn,defaultview-538,00_DEMO_Operate Manufacturing in SAP Digital Manufacturing (DO NOT CHANGE)
1641,Work Center,True,CHOICE,work-center-20,,SubjectViewColumn,defaultview-538,00_DEMO_Operate Manufacturing in SAP Digital Manufacturing (DO NOT CHANGE)
1642,CaseId,True,CASE_ID,,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1643,Activity,True,EVENT_NAME,,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1644,End time,True,END_TIME,,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1645,Change New Value,True,CHOICE,change-new-value-22,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1646,Change Old Value,True,CHOICE,change-old-value-22,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1647,Change Type,True,CHOICE,change-type-22,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1648,Changed Field,True,CHOICE,changed-field-22,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1649,Changed Object Id,True,CHOICE,changed-object-id-22,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1650,Changed Table,True,CHOICE,changed-table-22,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1651,Event Created By User Id,True,CHOICE,event-created-by-user-id-25,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1652,Event Created By User Type,True,CHOICE,event-created-by-user-type-25,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1653,Event QN Catalog Type - Coding,True,CHOICE,event-qn-catalog-type---codin-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1654,Event QN Code Group - Coding,True,CHOICE,event-qn-code-group---coding-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1655,Event QN Coding,True,CHOICE,event-qn-coding-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1656,Event QN ID,True,CHOICE,event-qn-id-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1657,Event QN Notification Type,True,CHOICE,event-qn-notification-type-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1658,Event QN Priority,True,CHOICE,event-qn-priority-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1659,Event QN Priority Type,True,CHOICE,event-qn-priority-type-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1660,Event QN Required End Time,True,DATE_TIME,event-qn-required-end-time-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1661,Event QN Required Start Time,True,DATE_TIME,event-qn-required-start-time-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1662,Event Transaction Code,True,CHOICE,event-transaction-code-10,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1663,Last QN Item Cause,True,CHOICE,last-qn-item-cause-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1664,Last QN Item Cause Code Group,True,CHOICE,last-qn-item-cause-code-group-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1665,Last QN Item Cause Text,True,CHOICE,last-qn-item-cause-text-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1666,Last QN Item Damage,True,CHOICE,last-qn-item-damage-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1667,Last QN Item Damage Code Group,True,CHOICE,last-qn-item-damage-code-grou-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1668,Last QN Item Damage Text,True,CHOICE,last-qn-item-damage-text-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1669,Last QN Item ID,True,CHOICE,last-qn-item-id-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1670,Last QN Item Object Code Group,True,CHOICE,last-qn-item-object-code-grou-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1671,Last QN Item Object Part,True,CHOICE,last-qn-item-object-part-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1672,Last QN Item Object Part Text,True,CHOICE,last-qn-item-object-part-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1673,MO Actual Start Date,True,DATE_TIME,mo-actual-start-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1674,MO Assembly Number,True,CHOICE,mo-assembly-number-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1675,MO Assembly Text,True,CHOICE,mo-assembly-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1676,MO Basic Finish Date,True,DATE_TIME,mo-basic-finish-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1677,MO Basic Start Date,True,DATE_TIME,mo-basic-start-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1678,MO Business Area,True,CHOICE,mo-business-area-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1679,MO Business Area Text,True,CHOICE,mo-business-area-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1680,MO Category,True,CHOICE,mo-category-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1681,MO Client,True,CHOICE,mo-client-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1682,MO Company Code,True,CHOICE,mo-company-code-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1683,MO Company Name,True,CHOICE,mo-company-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1684,MO Confirmed Order Finish Date,True,DATE_TIME,mo-confirmed-order-finish-dat-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1685,MO Creation Date,True,DATE_TIME,mo-creation-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1686,MO Deletion Flag,True,CHOICE,mo-deletion-flag-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1687,MO Equipment Name,True,CHOICE,mo-equipment-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1688,MO Equipment Number,True,CHOICE,mo-equipment-number-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1689,MO Functional Location,True,CHOICE,mo-functional-location-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1690,MO Functional Location Label,True,CHOICE,mo-functional-location-label-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1691,MO Functional Location Text,True,CHOICE,mo-functional-location-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1692,MO ID,True,CHOICE,mo-id-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1693,MO Location and account assignment for technical object,True,CHOICE,mo-location-and-account-assig-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1694,MO Main Work Center,True,CHOICE,mo-main-work-center-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1695,MO Maintenance Activity Type,True,CHOICE,mo-maintenance-activity-type-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1696,MO Maintenance Activity Type Text,True,CHOICE,mo-maintenance-activity-type--1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1697,MO Maintenance Item,True,CHOICE,mo-maintenance-item-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1698,MO Maintenance Plan,True,CHOICE,mo-maintenance-plan-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1699,MO Maintenance Plant,True,CHOICE,mo-maintenance-plant-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1700,MO Maintenance Plant Name,True,CHOICE,mo-maintenance-plant-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1701,MO Maintenance Processing Phase,True,CHOICE,mo-maintenance-processing-pha-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1702,MO Material Number,True,CHOICE,mo-material-number-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1703,MO Material Text,True,CHOICE,mo-material-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1704,MO Object Number,True,CHOICE,mo-object-number-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1705,MO Order Type,True,CHOICE,mo-order-type-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1706,MO Order Type Text,True,CHOICE,mo-order-type-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1707,MO Planner Group,True,CHOICE,mo-planner-group-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1708,MO Planner Group Name,True,CHOICE,mo-planner-group-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1709,MO Planning Indicator,True,CHOICE,mo-planning-indicator-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1710,MO Planning Plant,True,CHOICE,mo-planning-plant-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1711,MO Planning Plant Name,True,CHOICE,mo-planning-plant-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1712,MO Plant,True,CHOICE,mo-plant-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1713,MO Plant Name,True,CHOICE,mo-plant-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1714,MO Priority,True,CHOICE,mo-priority-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1715,MO Priority Text,True,CHOICE,mo-priority-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1716,MO Priority Type,True,CHOICE,mo-priority-type-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1717,MO Priority Type Text,True,CHOICE,mo-priority-type-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1718,MO Profit Center,True,CHOICE,mo-profit-center-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1719,MO Routing number of operations,True,CHOICE,mo-routing-number-of-operatio-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1720,MO Scheduled Finish Date,True,DATE_TIME,mo-scheduled-finish-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1721,MO Scheduled Start Date,True,DATE_TIME,mo-scheduled-start-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1722,MO System Condition,True,CHOICE,mo-system-condition-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1723,MO System Condition Text,True,CHOICE,mo-system-condition-text-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1724,MO System Status,True,CHOICE,mo-system-status-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1725,MO WBS element,True,CHOICE,mo-wbs-element-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1726,QN Breakdown Duration,True,NUMBER,qn-breakdown-duration-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1727,QN Breakdown Indicator,True,CHOICE,qn-breakdown-indicator-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1728,QN Catalog Type - Coding,True,CHOICE,qn-catalog-type---coding-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1729,QN Client,True,CHOICE,qn-client-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1730,QN Code Group - Coding,True,CHOICE,qn-code-group---coding-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1731,QN Coding,True,CHOICE,qn-coding-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1732,QN Completion Date,True,DATE_TIME,qn-completion-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1733,QN Creation Date,True,DATE_TIME,qn-creation-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1734,QN Delete Data Record,True,CHOICE,qn-delete-data-record-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1735,QN End of Malfunction,True,DATE_TIME,qn-end-of-malfunction-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1736,QN Equipment Name,True,CHOICE,qn-equipment-name-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1737,QN Equipment Number,True,CHOICE,qn-equipment-number-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1738,QN ID,True,CHOICE,qn-id-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1739,QN Location and account assignment for technical object,True,CHOICE,qn-location-and-account-assig-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1740,QN Maintenance Order ID,True,CHOICE,qn-maintenance-order-id-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1741,QN Maintenance Planning Plant,True,CHOICE,qn-maintenance-planning-plant-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1742,QN Notification Date,True,DATE_TIME,qn-notification-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1743,QN Notification Processing Phase,True,CHOICE,qn-notification-processing-ph-1,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1744,QN Notification Type,True,CHOICE,qn-notification-type-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1745,QN Origin,True,CHOICE,qn-origin-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1746,QN Priority,True,CHOICE,qn-priority-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1747,QN Priority Text,True,CHOICE,qn-priority-text-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1748,QN Priority Type,True,CHOICE,qn-priority-type-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1749,QN Priority Type Text,True,CHOICE,qn-priority-type-text-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1750,QN Required End Date,True,DATE_TIME,qn-required-end-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1751,QN Required Start Date,True,DATE_TIME,qn-required-start-date-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1752,QN Short Text,True,CHOICE,qn-short-text-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1753,QN Start of Malfunction,True,DATE_TIME,qn-start-of-malfunction-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1754,QN Time Zone for Notification,True,CHOICE,qn-time-zone-for-notification-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1755,QN Unit for Breakdown Duration,True,CHOICE,qn-unit-for-breakdown-duratio-2,,SubjectViewColumn,defaultview-95,00_DEMO - Operate-to-Maintain/Plant_Maintenance for SAP ECC
1756,CaseId,True,CASE_ID,,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1757,Activity,True,EVENT_NAME,,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1758,End time,True,END_TIME,,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1759,ChangedField,True,CHOICE,changedfield-22,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1760,ChangedObjectClass,True,CHOICE,changedobjectclass-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1761,ChangedObjectId,True,CHOICE,changedobjectid-37,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1762,ChangedTable,True,CHOICE,changedtable-37,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1763,ChangeNewValue,True,CHOICE,changenewvalue-38,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1764,ChangeType,True,CHOICE,changetype-38,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1765,DeliveryCategory,True,CHOICE,deliverycategory-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1766,DeliveryGoodsMovementOnTime,True,CHOICE,deliverygoodsmovementontime-31,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1767,DeliveryId,True,CHOICE,deliveryid-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1768,DeliveryItemCategory,True,CHOICE,deliveryitemcategory-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1769,DeliveryPlannedDeliveryDate,True,DATE_TIME,deliveryplanneddeliverydate-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1770,DeliveryPlannedPickingDate,True,DATE_TIME,deliveryplannedpickingdate-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1771,DeliveryQuantityDelivered,True,NUMBER,deliveryquantitydelivered-20,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1772,DeliveryShippingType,True,CHOICE,deliveryshippingtype-27,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1773,DeliveryTotalQuantityDelivered,True,NUMBER,deliverytotalquantitydelivere-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1774,DeliveryType,True,CHOICE,deliverytype-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1775,DeliveryWarehouse,True,CHOICE,deliverywarehouse-18,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1776,EventCreatedByUserId,True,CHOICE,eventcreatedbyuserid-40,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1777,EventCreatedByUserType,True,CHOICE,eventcreatedbyusertype-40,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1778,InvoiceAccountingClearingDate,True,DATE_TIME,invoiceaccountingclearingdate-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1779,InvoiceAccountingDocumentDate,True,DATE_TIME,invoiceaccountingdocumentdate-26,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1780,InvoiceAccountingDocumentDebitCreditIndicator,True,CHOICE,invoiceaccountingdocumentdebi-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1781,InvoiceAccountingDocumentId,True,CHOICE,invoiceaccountingdocumentid-26,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1782,InvoiceAccountingDocumentPostingDate,True,DATE_TIME,invoiceaccountingdocumentpost-26,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1783,InvoiceCashDiscountDate1,True,DATE_TIME,invoicecashdiscountdate1-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1784,InvoiceCashDiscountDate2,True,DATE_TIME,invoicecashdiscountdate2-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1785,InvoiceCashDiscountDays1,True,NUMBER,invoicecashdiscountdays1-31,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1786,InvoiceCashDiscountDays2,True,NUMBER,invoicecashdiscountdays2-31,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1787,InvoiceCashDiscountPercentage1,True,NUMBER,invoicecashdiscountpercentage-59,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1788,InvoiceCashDiscountPercentage2,True,NUMBER,invoicecashdiscountpercentage-60,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1789,InvoiceClearingDocumentDebitCreditIndicator,True,CHOICE,invoiceclearingdocumentdebitc-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1790,InvoiceClearingDocumentId,True,CHOICE,invoiceclearingdocumentid-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1791,InvoiceCompanyCode,True,CHOICE,invoicecompanycode-31,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1792,InvoiceCurrency,True,CHOICE,invoicecurrency-36,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1793,InvoiceDocumentType,True,CHOICE,invoicedocumenttype-27,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1794,InvoiceDueDate,True,DATE_TIME,invoiceduedate-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1795,InvoiceDunningArea,True,CHOICE,invoicedunningarea-27,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1796,InvoiceDunningBlock,True,CHOICE,invoicedunningblock-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1797,InvoiceDunningLevel,True,CHOICE,invoicedunninglevel-29,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1798,InvoiceGrossAmount,True,NUMBER,invoicegrossamount-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1799,InvoiceGrossAmountCurrConverted,True,NUMBER,invoicegrossamountcurrconvert-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
