,name,isVisible,dataType,processVariableId,filter,__typename,view,process
1800,InvoiceGrossAmountPaid,True,NUMBER,invoicegrossamountpaid-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1801,InvoiceGrossAmountPaidCurrConverted,True,NUMBER,invoicegrossamountpaidcurrcon-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1802,InvoiceGrossCashDiscountAmount,True,NUMBER,invoicegrosscashdiscountamoun-9,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1803,InvoiceGrossCashDiscountAmountCurrConverted,True,NUMBER,invoicegrosscashdiscountamoun-10,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1804,InvoiceId,True,CHOICE,invoiceid-36,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1805,InvoiceItemTotalGrossAmount,True,NUMBER,invoiceitemtotalgrossamount-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1806,InvoiceItemTotalGrossAmountCurrConverted,True,NUMBER,invoiceitemtotalgrossamountcu-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1807,InvoiceItemTotalGrossAmountPaid,True,NUMBER,invoiceitemtotalgrossamountpa-59,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1808,InvoiceItemTotalGrossAmountPaidCurrConverted,True,NUMBER,invoiceitemtotalgrossamountpa-60,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1809,InvoiceItemTotalGrossCashDiscountAmount,True,NUMBER,invoiceitemtotalgrosscashdisc-59,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1810,InvoiceItemTotalGrossCashDiscountAmountCurrConverted,True,NUMBER,invoiceitemtotalgrosscashdisc-60,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1811,InvoiceItemTotalNetAmount,True,NUMBER,invoiceitemtotalnetamount-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1812,InvoiceItemTotalNetAmountCurrConverted,True,NUMBER,invoiceitemtotalnetamountcurr-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1813,InvoiceItemTotalQuantity,True,NUMBER,invoiceitemtotalquantity-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1814,InvoiceLastDunnedOn,True,DATE_TIME,invoicelastdunnedon-29,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1815,InvoiceNetAmount,True,NUMBER,invoicenetamount-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1816,InvoiceNetAmountCurrConverted,True,NUMBER,invoicenetamountcurrconverted-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1817,InvoiceNetPaymentTermsPeriod,True,DATE_TIME,invoicenetpaymenttermsperiod-28,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1818,InvoicePaymentTerms,True,CHOICE,invoicepaymentterms-32,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1819,InvoicePostingDebitCreditIndicator,True,CHOICE,invoicepostingdebitcreditindi-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1820,InvoicePostingGrossAmount,True,NUMBER,invoicepostinggrossamount-25,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1821,InvoiceQuantity,True,NUMBER,invoicequantity-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1822,InvoiceTotalUnplannedDeliveryCosts,True,NUMBER,invoicetotalunplanneddelivery-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1823,InvoiceTransactionCode,True,CHOICE,invoicetransactioncode-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1824,InvoiceUnplannedDeliveryCosts,True,NUMBER,invoiceunplanneddeliverycosts-26,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1825,LastDeliveryGoodsMovementOnTime,True,CHOICE,lastdeliverygoodsmovementonti-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1826,LastDeliveryId,True,CHOICE,lastdeliveryid-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1827,LastDeliveryItemId,True,CHOICE,lastdeliveryitemid-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1828,LastDeliveryWarehouse,True,CHOICE,lastdeliverywarehouse-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1829,LastInvoiceAccountingDocumentId,True,CHOICE,lastinvoiceaccountingdocument-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1830,LastInvoiceCreateUserType,True,CHOICE,lastinvoicecreateusertype-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1831,LastInvoiceDocumentType,True,CHOICE,lastinvoicedocumenttype-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1832,LastInvoiceId,True,CHOICE,lastinvoiceid-37,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1833,NumberOfLineItems,True,NUMBER,numberoflineitems-5,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1834,SalesDocBillingBlockReason,True,CHOICE,salesdocbillingblockreason-6,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1835,SalesDocCustomerCompany,True,CHOICE,salesdoccustomercompany-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1836,SalesDocCustomerCountry,True,CHOICE,salesdoccustomercountry-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1837,SalesDocDeliveryBlockReason,True,CHOICE,salesdocdeliveryblockreason-6,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1838,SalesDocId,True,CHOICE,salesdocid-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1839,SalesDocItemCategory,True,CHOICE,salesdocitemcategory-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1840,SalesDocItemId,True,CHOICE,salesdocitemid-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1841,SalesDocItemMaterial,True,CHOICE,salesdocitemmaterial-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1842,SalesDocItemMaterialGroup,True,CHOICE,salesdocitemmaterialgroup-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1843,SalesDocItemMaterialNumber,True,CHOICE,salesdocitemmaterialnumber-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1844,SalesDocItemName,True,CHOICE,salesdocitemname-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1845,SalesDocItemNetValue,True,NUMBER,salesdocitemnetvalue-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1846,SalesDocItemPlant,True,CHOICE,salesdocitemplant-26,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1847,SalesDocItemQuantityConfirmed,True,NUMBER,salesdocitemquantityconfirmed-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1848,SalesDocItemQuantityOrdered,True,NUMBER,salesdocitemquantityordered-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1849,SalesDocItemRejectionReason,True,CHOICE,salesdocitemrejectionreason-6,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1850,SalesDocLastConfirmedDeliveryDate,True,DATE_TIME,salesdoclastconfirmeddelivery-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1851,SalesDocOrderReason,True,CHOICE,salesdocorderreason-6,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1852,SalesDocPlannedMaterialAvailabilityDate,True,DATE_TIME,salesdocplannedmaterialavaila-32,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1853,SalesDocPlannedShipmentDate,True,DATE_TIME,salesdocplannedshipmentdate-32,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1854,SalesDocPrecedingDocumentType,True,CHOICE,salesdocprecedingdocumenttype-4,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1855,SalesDocReworked,True,CHOICE,salesdocreworked-30,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1856,SalesDocSalesOffice,True,CHOICE,salesdocsalesoffice-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1857,SalesDocSalesOrganization,True,CHOICE,salesdocsalesorganization-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1858,SalesDocTradingPartner,True,CHOICE,salesdoctradingpartner-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1859,SalesDocType,True,CHOICE,salesdoctype-33,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1860,UniqueEventId,True,CHOICE,uniqueeventid-6,,SubjectViewColumn,defaultview-290,00_DEMO - OTC SAP ECC V2 (DO NOT CHANGE)
1861,CaseId,True,CASE_ID,,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1862,Activity,True,EVENT_NAME,,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1863,End time,True,END_TIME,,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1864,ChangedField,True,CHOICE,changedfield-23,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1865,ChangedObjectClass,True,CHOICE,changedobjectclass-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1866,ChangedObjectId,True,CHOICE,changedobjectid-38,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1867,ChangedTable,True,CHOICE,changedtable-38,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1868,ChangeNewValue,True,CHOICE,changenewvalue-39,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1869,ChangeType,True,CHOICE,changetype-39,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1870,DeliveryCategory,True,CHOICE,deliverycategory-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1871,DeliveryGoodsMovementOnTime,True,CHOICE,deliverygoodsmovementontime-32,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1872,DeliveryId,True,CHOICE,deliveryid-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1873,DeliveryItemCategory,True,CHOICE,deliveryitemcategory-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1874,DeliveryPlannedDeliveryDate,True,DATE_TIME,deliveryplanneddeliverydate-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1875,DeliveryPlannedPickingDate,True,DATE_TIME,deliveryplannedpickingdate-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1876,DeliveryQuantityDelivered,True,NUMBER,deliveryquantitydelivered-21,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1877,DeliveryShippingType,True,CHOICE,deliveryshippingtype-28,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1878,DeliveryTotalQuantityDelivered,True,NUMBER,deliverytotalquantitydelivere-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1879,DeliveryType,True,CHOICE,deliverytype-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1880,DeliveryWarehouse,True,CHOICE,deliverywarehouse-19,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1881,EventCreatedByUserId,True,CHOICE,eventcreatedbyuserid-41,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1882,EventCreatedByUserType,True,CHOICE,eventcreatedbyusertype-41,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1883,InvoiceAccountingClearingDate,True,DATE_TIME,invoiceaccountingclearingdate-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1884,InvoiceAccountingDocumentDate,True,DATE_TIME,invoiceaccountingdocumentdate-27,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1885,InvoiceAccountingDocumentDebitCreditIndicator,True,CHOICE,invoiceaccountingdocumentdebi-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1886,InvoiceAccountingDocumentId,True,CHOICE,invoiceaccountingdocumentid-27,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1887,InvoiceAccountingDocumentPostingDate,True,DATE_TIME,invoiceaccountingdocumentpost-27,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1888,InvoiceCashDiscountDate1,True,DATE_TIME,invoicecashdiscountdate1-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1889,InvoiceCashDiscountDate2,True,DATE_TIME,invoicecashdiscountdate2-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1890,InvoiceCashDiscountDays1,True,NUMBER,invoicecashdiscountdays1-32,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1891,InvoiceCashDiscountDays2,True,NUMBER,invoicecashdiscountdays2-32,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1892,InvoiceCashDiscountPercentage1,True,NUMBER,invoicecashdiscountpercentage-61,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1893,InvoiceCashDiscountPercentage2,True,NUMBER,invoicecashdiscountpercentage-62,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1894,InvoiceClearingDocumentDebitCreditIndicator,True,CHOICE,invoiceclearingdocumentdebitc-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1895,InvoiceClearingDocumentId,True,CHOICE,invoiceclearingdocumentid-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1896,InvoiceCompanyCode,True,CHOICE,invoicecompanycode-32,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1897,InvoiceCurrency,True,CHOICE,invoicecurrency-37,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1898,InvoicedNetAmount,True,NUMBER,invoicednetamount-3,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1899,InvoiceDocumentType,True,CHOICE,invoicedocumenttype-28,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1900,InvoicedQuantity,True,NUMBER,invoicedquantity-3,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1901,InvoiceDueDate,True,DATE_TIME,invoiceduedate-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1902,InvoiceDunningArea,True,CHOICE,invoicedunningarea-28,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1903,InvoiceDunningBlock,True,CHOICE,invoicedunningblock-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1904,InvoiceDunningLevel,True,CHOICE,invoicedunninglevel-30,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1905,InvoiceGrossAmount,True,NUMBER,invoicegrossamount-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1906,InvoiceGrossAmountCurrConverted,True,NUMBER,invoicegrossamountcurrconvert-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1907,InvoiceGrossAmountPaid,True,NUMBER,invoicegrossamountpaid-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1908,InvoiceGrossAmountPaidCurrConverted,True,NUMBER,invoicegrossamountpaidcurrcon-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1909,InvoiceGrossCashDiscountAmount,True,NUMBER,invoicegrosscashdiscountamoun-11,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1910,InvoiceGrossCashDiscountAmountCurrConverted,True,NUMBER,invoicegrosscashdiscountamoun-12,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1911,InvoiceId,True,CHOICE,invoiceid-37,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1912,InvoiceItemTotalGrossAmount,True,NUMBER,invoiceitemtotalgrossamount-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1913,InvoiceItemTotalGrossAmountCurrConverted,True,NUMBER,invoiceitemtotalgrossamountcu-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1914,InvoiceItemTotalGrossAmountPaid,True,NUMBER,invoiceitemtotalgrossamountpa-61,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1915,InvoiceItemTotalGrossAmountPaidCurrConverted,True,NUMBER,invoiceitemtotalgrossamountpa-62,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1916,InvoiceItemTotalGrossCashDiscountAmount,True,NUMBER,invoiceitemtotalgrosscashdisc-61,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1917,InvoiceItemTotalGrossCashDiscountAmountCurrConverted,True,NUMBER,invoiceitemtotalgrosscashdisc-62,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1918,InvoiceItemTotalNetAmount,True,NUMBER,invoiceitemtotalnetamount-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1919,InvoiceItemTotalNetAmountCurrConverted,True,NUMBER,invoiceitemtotalnetamountcurr-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1920,InvoiceItemTotalQuantity,True,NUMBER,invoiceitemtotalquantity-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1921,InvoiceLastDunnedOn,True,DATE_TIME,invoicelastdunnedon-30,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1922,InvoiceNetAmount,True,NUMBER,invoicenetamount-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1923,InvoiceNetAmountCurrConverted,True,NUMBER,invoicenetamountcurrconverted-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1924,InvoiceNetPaymentTermsPeriod,True,DATE_TIME,invoicenetpaymenttermsperiod-29,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1925,InvoicePaymentTerms,True,CHOICE,invoicepaymentterms-33,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1926,InvoicePostingDebitCreditIndicator,True,CHOICE,invoicepostingdebitcreditindi-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1927,InvoicePostingGrossAmount,True,NUMBER,invoicepostinggrossamount-26,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1928,InvoiceQuantity,True,NUMBER,invoicequantity-6,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1929,InvoiceTotalUnplannedDeliveryCosts,True,NUMBER,invoicetotalunplanneddelivery-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1930,InvoiceTransactionCode,True,CHOICE,invoicetransactioncode-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1931,InvoiceUnplannedDeliveryCosts,True,NUMBER,invoiceunplanneddeliverycosts-27,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1932,LastDeliveryGoodsMovementOnTime,True,CHOICE,lastdeliverygoodsmovementonti-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1933,LastDeliveryId,True,CHOICE,lastdeliveryid-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1934,LastDeliveryItemId,True,CHOICE,lastdeliveryitemid-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1935,LastDeliveryWarehouse,True,CHOICE,lastdeliverywarehouse-34,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1936,LastInvoiceAccountingDocumentId,True,CHOICE,lastinvoiceaccountingdocument-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1937,LastInvoiceCreateUserType,True,CHOICE,lastinvoicecreateusertype-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1938,LastInvoiceDocumentType,True,CHOICE,lastinvoicedocumenttype-31,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
1939,LastInvoiceId,True,CHOICE,lastinvoiceid-38,,SubjectViewColumn,defaultview-291,00_DEMO - OTC SAP S/4 HANA (DO NOT CHANGE)
